file,package,type,code,status,elapsed,output,R
out/programs/withr/examples/with_package.Rd.R,stringr,examples,NA,0,1.195999999999998,NA,dyntrace
out/programs/withr/examples/with_package.Rd.R,stringr,examples,NA,0,2.0759999999999934,NA,dyntrace-gdb
out/programs/withr/examples/with_par.Rd.R,stringr,examples,NA,0,0.17900000000000027,NA,vanilla
out/programs/withr/examples/with_par.Rd.R,stringr,examples,NA,0,0.6960000000000051,NA,vanilla-gdb
out/programs/withr/examples/with_par.Rd.R,stringr,examples,NA,0,1.7860000000000014,NA,dyntrace
out/programs/withr/examples/with_par.Rd.R,stringr,examples,NA,0,2.6970000000000027,NA,dyntrace-gdb
out/programs/withr/examples/with_path.Rd.R,stringr,examples,NA,0,0.16000000000000014,NA,vanilla
out/programs/withr/examples/with_path.Rd.R,stringr,examples,NA,0,0.6020000000000039,NA,vanilla-gdb
out/programs/withr/examples/with_path.Rd.R,stringr,examples,NA,0,1.516999999999996,NA,dyntrace
out/programs/withr/examples/with_path.Rd.R,stringr,examples,NA,0,2.140999999999991,NA,dyntrace-gdb
out/programs/withr/examples/with_rng_version.Rd.R,stringr,examples,NA,0,0.20199999999999996,NA,vanilla
out/programs/withr/examples/with_rng_version.Rd.R,stringr,examples,NA,0,0.8160000000000025,NA,vanilla-gdb
out/programs/withr/examples/with_rng_version.Rd.R,stringr,examples,NA,0,1.546999999999997,NA,dyntrace
out/programs/withr/examples/with_rng_version.Rd.R,stringr,examples,NA,0,2.382000000000005,NA,dyntrace-gdb
out/programs/withr/examples/with_seed.Rd.R,stringr,examples,NA,0,0.15899999999999892,NA,vanilla
out/programs/withr/examples/with_seed.Rd.R,stringr,examples,NA,0,0.6679999999999993,NA,vanilla-gdb
out/programs/withr/examples/with_seed.Rd.R,stringr,examples,NA,0,1.3419999999999987,NA,dyntrace
out/programs/withr/examples/with_seed.Rd.R,stringr,examples,NA,0,2.274000000000001,NA,dyntrace-gdb
out/programs/withr/examples/with_tempfile.Rd.R,stringr,examples,NA,0,0.15800000000000125,NA,vanilla
out/programs/withr/examples/with_tempfile.Rd.R,stringr,examples,NA,0,0.632000000000005,NA,vanilla-gdb
out/programs/withr/examples/with_tempfile.Rd.R,stringr,examples,NA,0,1.688999999999993,NA,dyntrace
out/programs/withr/examples/with_tempfile.Rd.R,stringr,examples,NA,0,2.1929999999999836,NA,dyntrace-gdb
out/programs/withr/examples/with_timezone.Rd.R,stringr,examples,NA,0,0.2010000000000005,NA,vanilla
